,Price,Bedrooms,Bathrooms,Area,,,Type,Construction,Parking,Heating,HOA,Price_SQFT,Principal_Interest,Mortgage,Tax,Insurance,School,Ranking
246,1850000,3,3,1839,"251 W 89th St APT 8D, New York, NY 10024",https://www.zillow.com/homedetails/251-W-89th-St-APT-8D-New-York-NY-10024/31525868_zpid/,Condo,1910,On-street,"Baseboard, Oil","$2,129 monthly","$1,006 ","$6,272/mo",$0/mo,"$1,357/mo",$648/mo,"-Ps 84 Lilian Weber,-Ms 256 Academic And Athletic Excellence,-Innovation Diploma Plus,","0.4,0.8,0.2,"
247,1475000,4,2,NA,"28-15 50th St, Woodside, NY 11377",https://www.zillow.com/homedetails/28-15-50th-St-Woodside-NY-11377/2079700809_zpid/,MultiFamily,1955,"Off-street, Covered",No Data,,,"$5,000/mo",$0/mo,"$1,033/mo",$516/mo,"-Ps 151 Mary D Carter,-Is 10 Horace Greeley,-William Cullen Bryant High School,","0.7,0.8,0.3,"
248,939000,3,3,1368,"2021 E 70th St, Brooklyn, NY 11234",https://www.zillow.com/homedetails/2021-E-70th-St-Brooklyn-NY-11234/30782219_zpid/,SingleFamily,1965,"Private Drive, 2 Spaces, Garage Door Opener","Natural Gas, Hot Water","2,783 sqft",$686 ,"$3,194/mo",$0/mo,$509/mo,$329/mo,"-Ps 312 Bergen Beach,-Jhs 78 Roy H Mann,-James Madison High School,","0.6,0.5,0.4,"
249,349000,1,1,NA,"99-45 67th Rd #410, Forest Hills, NY 11375",https://www.zillow.com/homedetails/99-45-67th-Rd-410-Forest-Hills-NY-11375/126319306_zpid/,Cooperative,1938,"Garage, On Street, Underground, Waitlist","Oil, Steam",$620 monthly,,"$1,270/mo",$0/mo,$244/mo,$122/mo,"-Ps 174 William Sidney Mount,-Jhs 190 Russell Sage,-Forest Hills High School,","0.8,0.7,0.5,"
250,139500,2,NA,NA,"172 Holland Ave, Staten Island, NY 10303",https://www.zillow.com/homedetails/172-Holland-Ave-Staten-Island-NY-10303/112115038_zpid/,,,,,,,$543/mo,$0/mo,$101/mo,$49/mo,"-Ps 44 Thomas C Brown,-Is 51 Edwin Markham,-Port Richmond High School,","0.5,0.4,0.2,"
251,997000,3,3,2900,"3139 86th St, Flushing, NY 11369",https://www.zillow.com/homedetails/3139-86th-St-Flushing-NY-11369/31961499_zpid/,SingleFamily,1920,"Garage, Garage - Attached, Covered","Radiant, Gas","1,400 sqft",$344 ,"$3,380/mo",$0/mo,$698/mo,$349/mo,"-Ps 148,-Is 145 Joseph Pulitzer,-William Cullen Bryant High School,","0.4,0.8,0.3,"
252,799000,"Studio,",1,830,"434 E 52nd St APT 9B, New York, NY 10022",https://www.zillow.com/homedetails/434-E-52nd-St-APT-9B-New-York-NY-10022/244690888_zpid/,Cooperative,1930,0 spaces,No Data,"$2,229 monthly",$963 ,"$2,718/mo",$0/mo,$586/mo,$280/mo,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
253,12000000,5,3,NA,"285 Central Park W #7S, New York, NY 10024",https://www.zillow.com/homedetails/285-Central-Park-W-7S-New-York-NY-10024/113973417_zpid/,Cooperative,1905,0 spaces,No Data,"$8,858 monthly",,"$40,681/mo",$0/mo,"$8,800/mo","$4,200/mo","-Ps 84 Lilian Weber,-Ms 247 Dual Language Middle School,-Innovation Diploma Plus,","0.4,0.8,0.2,"
254,1639000,3,4,1584,"110-55 Seventy, Forest Hills, NY 11375",https://www.zillow.com/homedetails/110-55-Seventy-Forest-Hills-NY-11375/2077001583_zpid/,SingleFamily,1945,"Private, Driveway","Natural Gas, Hot Water",0.10 Acres,"$1,035 ","$5,556/mo",$0/mo,"$1,147/mo",$574/mo,"-Ps 196 Grand Central Parkway,-Jhs 157 Stephen A Halsey,-Hillcrest High School,","1.0,0.9,0.4,"
255,255000,"Studio,",1,40558,"300 8th Ave APT 4B, Brooklyn, NY 11215",https://www.zillow.com/homedetails/300-8th-Ave-APT-4B-Brooklyn-NY-11215/244992536_zpid/,Cooperative,1920,0 spaces,No Data,$659 monthly,$6 ,$928/mo,$0/mo,$138/mo,$89/mo,"-Ps 321 William Penn,-Park Slope Collegiate,","1.0,0.3,"
256,1700000,2,2,1363,"450 E 83rd St APT 4K, New York, NY 10028",https://www.zillow.com/homedetails/450-E-83rd-St-APT-4K-New-York-NY-10028/145586947_zpid/,Condo,2005,0 spaces,No Data,"$1,806 monthly","$1,247 ","$5,763/mo",$0/mo,"$1,247/mo",$595/mo,"-Ps 290 Manhattan New School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
257,399000,2,1,850,"1625 Emmons Ave FLOOR 1W-1, Brooklyn, NY 11235",https://www.zillow.com/homedetails/1625-Emmons-Ave-FLOOR-1W-1-Brooklyn-NY-11235/2073834131_zpid/,Cooperative,No Data,0 spaces,No Data,$910 monthly,$469 ,"$1,452/mo",$0/mo,$216/mo,$140/mo,"-Ps 225 The Eileen E Zaglin,-Abraham Lincoln High School,","0.7,0.4,"
258,4650000,3,4,NA,"167 E 61st St #32BC, New York, NY 10065",https://www.zillow.com/homedetails/167-E-61st-St-32BC-New-York-NY-10065/124436119_zpid/,Cooperative,1983,0 spaces,No Data,"$8,258 monthly",,"$15,764/mo",$0/mo,"$3,410/mo","$1,628/mo",,
259,399000,2,1,850,"1625 Emmons Ave APT 1W, Brooklyn, NY 11235",https://www.zillow.com/homedetails/1625-Emmons-Ave-APT-1W-Brooklyn-NY-11235/119910650_zpid/,Cooperative,1962,0 spaces,No Data,$910 monthly,$469 ,"$1,452/mo",$0/mo,$216/mo,$140/mo,"-Ps 225 The Eileen E Zaglin,-Abraham Lincoln High School,","0.7,0.4,"
260,1499000,3,3,1356,"301 W 118th St APT 9B, New York, NY 10026",https://www.zillow.com/homedetails/301-W-118th-St-APT-9B-New-York-NY-10026/89331575_zpid/,Condo,No Data,0 spaces,No Data,"$1,343 monthly","$1,105 ","$5,082/mo",$0/mo,"$1,099/mo",$525/mo,"-Ps 180 Hugo Newman,-Wadleigh Secondary School for the Performing and Visual Arts,","0.3,0.4,"
261,490000,"Studio,",1,290,"23-22 30th Rd #5G, Astoria, NY 11102",https://www.zillow.com/homedetails/23-22-30th-Rd-5G-Astoria-NY-11102/2073834522_zpid/,Condo,1988,0 spaces,No Data,$363 monthly,"$1,690 ","$1,784/mo",$0/mo,$343/mo,$172/mo,"-Ps 234,-Albert Shanker School For Visual And Performing Ar,-Long Island City High School,","1.0,0.6,0.3,"
262,395000,"Studio,",1,550,"222 E 35th St APT 3A, New York, NY 10016",https://www.zillow.com/homedetails/222-E-35th-St-APT-3A-New-York-NY-10016/72653182_zpid/,Cooperative,1942,None,No Data,"$1,019 monthly",$718 ,"$1,438/mo",$0/mo,$290/mo,$138/mo,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
263,299000,3,1,950,"2212 Plumb 1 St #5E, Brooklyn, NY 11229",https://www.zillow.com/homedetails/2212-Plumb-1-St-5E-Brooklyn-NY-11229/2073834948_zpid/,Other,No Data,0 spaces,No Data,,,,,,,"-Ps 194 Raoul Wallenberg,-Jhs 14 Shell Bank,-James Madison High School,","0.4,0.7,0.4,"
264,838888,3,2,1400,"2531 Bayside Ln, Flushing, NY 11358",https://www.zillow.com/homedetails/2531-Bayside-Ln-Flushing-NY-11358/32036019_zpid/,Townhouse,1955,"Private, Attached, Driveway, Garage, On Street",Natural Gas,0.03 Acres,$599 ,"$2,853/mo",$0/mo,$587/mo,$294/mo,"-Ps 184 Flushing Manor,-World Journalism Preparatory  A College Board School,","1.0,0.6,"
265,950000,3,3,1672,"6214 24th Ave #PH1, Brooklyn, NY 11204",https://www.zillow.com/homedetails/6214-24th-Ave-PH1-Brooklyn-NY-11204/2146796789_zpid/,Condo,2007,"Garage - Attached, Covered","Forced air, Gas",$315 monthly,$568 ,"$3,231/mo",$0/mo,$515/mo,$333/mo,"-Ps 226 Alfred De B Mason,-Abraham Lincoln High School,","0.8,0.4,"
266,495000,1,1,850,"222 E 35th St APT 3J, New York, NY 10016",https://www.zillow.com/homedetails/222-E-35th-St-APT-3J-New-York-NY-10016/244891557_zpid/,Cooperative,1942,None,No Data,"$1,615 monthly",$582 ,"$1,802/mo",$0/mo,$363/mo,$173/mo,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
267,1450000,6,5,3587,"80-09 24th Ave, East Elmhurst, NY 11370",https://www.zillow.com/homedetails/80-09-24th-Ave-East-Elmhurst-NY-11370/2073836258_zpid/,MultiFamily,1984,Private,No Data,$404 ,,"$4,916/mo",$0/mo,"$1,015/mo",$508/mo,"-Ps 2 Alfred Zimberg,-Is 141 The Steinway,-William Cullen Bryant High School,","0.9,0.9,0.3,"
268,1299000,6,3,1460,"3943 24th St, Long Island City, NY 11101",https://www.zillow.com/homedetails/3943-24th-St-Long-Island-City-NY-11101/31936623_zpid/,MultiFamily,1920,None,"Radiant, Gas",$890 ,,"$4,404/mo",$0/mo,$909/mo,$455/mo,"-Ps 112 Dutch Kills,-Is 204 Oliver W Holmes,-Long Island City High School,","0.6,0.6,0.3,"
269,750000,1,1,750,"90 Gold St APT 22F, New York, NY 10038",https://www.zillow.com/homedetails/90-Gold-St-APT-22F-New-York-NY-10038/219636494_zpid/,Cooperative,1971,Garage - Attached,No Data,$639 monthly,"$1,000 ","$2,551/mo",$0/mo,$550/mo,$263/mo,"-Spruce Street School,-Nyc Lab High School For Collaborative Studies,","0.8,0.9,"
270,328888,2,1,NA,"99-45 60th Ave APT 3J, Corona, NY 11368",https://www.zillow.com/homedetails/99-45-60th-Ave-APT-3J-Corona-NY-11368/2080687137_zpid/,Cooperative,1962,0 spaces,No Data,$809 monthly,,"$1,197/mo",$0/mo,$230/mo,$115/mo,"-Ps 14 Fairview,-Is 61 Leonardo Da Vinci,-High School for Arts and Business,","0.3,0.6,0.7,"
271,985000,4,2,NA,"74-16 64th St, Ridgewood, NY 11385",https://www.zillow.com/homedetails/74-16-64th-St-Ridgewood-NY-11385/2080380799_zpid/,MultiFamily,1965,"Private, Driveway, Garage, On Street","Natural Gas, Baseboard",,,"$3,339/mo",$0/mo,$690/mo,$345/mo,"-Ps 91 Richard Arkwright,-Is 77,-Grover Cleveland H.S.,","0.5,0.6,0.3,"
272,1280000,1,1,832,"505 W 47th St #3FS, New York, NY 10036",https://www.zillow.com/homedetails/505-W-47th-St-3FS-New-York-NY-10036/2135873250_zpid/,Condo,2008,0 spaces,Forced air,"$1,013 monthly","$1,538 ","$4,339/mo",$0/mo,$939/mo,$448/mo,"-P.S. 51 Elias Howe,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.5,0.6,0.9,"
273,575000,1,1,607,"Vernon Blvd, Astoria, NY 11102",https://www.zillow.com/homedetails/3085-Vernon-Blvd-Astoria-NY-11102/2073846085_zpid/,Condo,2006,0 spaces,No Data,$630 monthly,$947 ,,,,,"-Ps 171 Peter G Van Alst,-Albert Shanker School For Visual And Performing Ar,-Long Island City High School,","0.2,0.6,0.3,"
274,859000,5,2,1880,"255-19 149th Ave, Rosedale, NY 11422",https://www.zillow.com/homedetails/255-19-149th-Ave-Rosedale-NY-11422/2077155648_zpid/,MultiFamily,1960,Private,No Data,$457 ,,"$2,922/mo",$0/mo,$601/mo,$301/mo,"-Ps 195 William Haberle,-Collaborative Arts Middle School,-Excelsior Preparatorty High School,","0.2,0.4,0.4,"
275,849000,"Studio,",1,510,"200 E 94th St APT 605, New York, NY 10128",https://www.zillow.com/homedetails/200-E-94th-St-APT-605-New-York-NY-10128/219697968_zpid/,Condo,1986,0 spaces,No Data,$602 monthly,"$1,665 ","$2,888/mo",$0/mo,$623/mo,$297/mo,"-Ps 198 Isador E Ida Straus,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
276,265000,1,1,725,"152-68 Jewel Ave #114A, Flushing, NY 11367",https://www.zillow.com/homedetails/152-68-Jewel-Ave-114A-Flushing-NY-11367/121422751_zpid/,Cooperative,No Data,0 spaces,No Data,$695 monthly,$366 ,$965/mo,$0/mo,$186/mo,$93/mo,"-Ps 165 Edith K Bergtraum,-I.S. 250 the Robert F Kennedy Community Middle School,-John Bowne High School,","0.7,0.7,0.3,"
277,995000,2,1,748,"210 E 47th St APT 11C, New York, NY 10017",https://www.zillow.com/homedetails/210-E-47th-St-APT-11C-New-York-NY-10017/31529865_zpid/,Condo,1957,"None, Covered",No Data,"$1,435 monthly","$1,330 ","$3,373/mo",$0/mo,$730/mo,$348/mo,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
278,438600,3,2,1404,"503 E 49th St, Brooklyn, NY 11203",https://www.zillow.com/homedetails/503-E-49th-St-Brooklyn-NY-11203/30654266_zpid/,SingleFamily,1920,"Shared Drive, 1 Space, Detached Garage","Natural Gas, Hot Water","2,000 sqft",$312 ,"$1,597/mo",$0/mo,$238/mo,$154/mo,"-Ps 135 Sheldon A Brookner,-East Flatbush Community Research School,-Kurt Hahn Expeditionary Learning School,","0.3,0.4,0.2,"
279,485000,"Studio,",1,35625,"498 W 55th St APT 3S, New York, NY 10019",https://www.zillow.com/homedetails/498-W-55th-St-APT-3S-New-York-NY-10019/244863536_zpid/,Cooperative,1920,0 spaces,No Data,$445 monthly,$14 ,"$1,766/mo",$0/mo,$356/mo,$170/mo,"-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.6,0.6,0.9,"
280,590000,3,2,NA,"11635 134th St, Jamaica, NY 11420",https://www.zillow.com/homedetails/11635-134th-St-Jamaica-NY-11420/32174667_zpid/,SingleFamily,1925,"Shared Driveway, Common","Natural Gas, Hot Water",0.05 Acres,,"$2,007/mo",$0/mo,$413/mo,$207/mo,"-Ps 123,-Jhs 226 Virgil I Grisson,-John Adams High School,","0.4,0.4,0.3,"
281,668000,3,1,26,"14 Mclaughlin St, Staten Island, NY 10305",https://www.zillow.com/homedetails/14-Mclaughlin-St-Staten-Island-NY-10305/32328248_zpid/,SingleFamily,1960,"No Garage, Carport, Off Street","Forced Air, Natural Gas","40,100 sqft",$856 ,"$2,272/mo",$0/mo,$484/mo,$234/mo,"-Ps 46 Albert V Maniscalco,-Is 49 Bertha A Dreyfus,-Curtis High School,","0.3,0.3,0.3,"
282,680000,3,3,1524,"214-01 112th Rd, Queens Village, NY 11429",https://www.zillow.com/homedetails/214-01-112th-Rd-Queens-Village-NY-11429/2073849400_zpid/,SingleFamily,1930,"Private, Detached","Natural Gas, Hot Water",0.08 Acres,$446 ,"$2,313/mo",$0/mo,$476/mo,$238/mo,"-Ps Ms 147 Ronald Mcnair,-Math/Science Research and Technology Magnet High School,","0.3,0.2,"
283,799000,3,3,1352,"3205 Avenue K, Brooklyn, NY 11210",https://www.zillow.com/homedetails/3205-Avenue-K-Brooklyn-NY-11210/30752635_zpid/,SingleFamily,1925,"Garage, Garage - Attached",No Data,"2,000 sqft",$591 ,"$2,718/mo",$0/mo,$433/mo,$280/mo,"-Ps 193 Gil Hodges,-Andries Hudde School,-James Madison High School,","0.8,0.6,0.4,"
284,879000,3,3,1400,"1389 E 17th St, Brooklyn, NY 11230",https://www.zillow.com/homedetails/1389-E-17th-St-Brooklyn-NY-11230/30725622_zpid/,SingleFamily,1930,On-street,Gas,"1,700 sqft",$628 ,"$2,990/mo",$0/mo,$476/mo,$308/mo,"-Ps 199 Frederick Wachtel,-Ps 238 Anne Sullivan,-Edward R Murrow High School,","0.8,0.3,0.4,"
285,510000,"Studio,",1,11000,"252 W 20th St APT 1C, New York, NY 10011",https://www.zillow.com/homedetails/252-W-20th-St-APT-1C-New-York-NY-10011/244864102_zpid/,Cooperative,1901,0 spaces,No Data,$753 monthly,$46 ,"$1,857/mo",$0/mo,$374/mo,$179/mo,"-Ps 11 William T Harris,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.7,0.6,0.9,"
286,365000,2,1,1090,"1395 Shore Pkwy #10G, Brooklyn, NY 11214",https://www.zillow.com/homedetails/1395-Shore-Pkwy-10G-Brooklyn-NY-11214/2073850020_zpid/,Cooperative,1945,0 spaces,No Data,$988 monthly,$335 ,"$1,329/mo",$0/mo,$198/mo,$128/mo,"-Ps 200 Benson School,-Ps 163 Bath Beach,-New Utrecht High School,","0.6,0.8,0.4,"
287,870000,3,3,1520,"45-46 194th St, Flushing, NY 11358",https://www.zillow.com/homedetails/45-46-194th-St-Flushing-NY-11358/2073850160_zpid/,SingleFamily,1940,"Private, Attached","Natural Gas, Steam",0.05 Acres,$572 ,"$2,959/mo",$0/mo,$609/mo,$305/mo,"-Ps 107 Thomas A Dooley,-World Journalism Preparatory  A College Board School,","0.8,0.6,"
288,695000,1,2,1200,"27010 Grand Central Pkwy APT 26E, Floral Park, NY 11005",https://www.zillow.com/homedetails/27010-Grand-Central-Pkwy-APT-26E-Floral-Park-NY-11005/219879902_zpid/,Cooperative,1975,Garage,"Oil, Forced Air","$1,881 monthly",$579 ,"$2,364/mo",$0/mo,$487/mo,$243/mo,"-Ps 186 Castlewood,-Irwin Altman Middle School 172,-Martin Van Buren High School,","0.8,0.8,0.3,"
289,2899000,3,3,NA,"110-24 69th Rd, Forest Hills, NY 11375",https://www.zillow.com/homedetails/110-24-69th-Rd-Forest-Hills-NY-11375/2073851787_zpid/,SingleFamily,1935,"Private, Detached, Driveway, Garage",Natural Gas,0.20 Acres,,"$9,828/mo",$0/mo,"$2,029/mo","$1,015/mo","-Ps 196 Grand Central Parkway,-Jhs 157 Stephen A Halsey,-Forest Hills High School,","1.0,0.9,0.5,"
290,575000,2,1,NA,"516 E 78th St APT 2P, New York, NY 10075",https://www.zillow.com/homedetails/516-E-78th-St-APT-2P-New-York-NY-10075/72530426_zpid/,Cooperative,No Data,0 spaces,No Data,"$1,165 monthly",,"$1,956/mo",$0/mo,$422/mo,$201/mo,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.8,0.3,0.9,"
291,274500,2,1,NA,"90-45 Shore Pkwy #1, Howard Beach, NY 11414",https://www.zillow.com/homedetails/90-45-Shore-Pkwy-1-Howard-Beach-NY-11414/2074817453_zpid/,Cooperative,No Data,0 spaces,No Data,$648 monthly,,$999/mo,$0/mo,$192/mo,$96/mo,"-Ps 232 Lindenwood,-John Adams High School,","0.8,0.3,"
292,1100000,2,2,864,"35 Havemeyer St APT 4A, Brooklyn, NY 11211",https://www.zillow.com/homedetails/35-Havemeyer-St-APT-4A-Brooklyn-NY-11211/119572077_zpid/,Condo,2011,0 spaces,No Data,$526 monthly,"$1,273 ","$3,729/mo",$0/mo,$596/mo,$385/mo,"-Ps 17 Henry D Woodworth,-Conselyea Preparatory School,-Brooklyn Preparatory High School,","0.5,0.5,0.5,"
293,358000,1,1,750,"2021 84th St #2, Brooklyn, NY 11214",https://www.zillow.com/homedetails/2021-84th-St-2-Brooklyn-NY-11214/2077532283_zpid/,Cooperative,1963,None,No Data,$670 monthly,$477 ,"$1,303/mo",$0/mo,$194/mo,$125/mo,"-Ps 128 Bensonhurst,-Brooklyn Studio Secondary School,","0.6,0.6,"
294,999995,2,2,750,"359 E 68th St APT 7A, New York, NY 10065",https://www.zillow.com/homedetails/359-E-68th-St-APT-7A-New-York-NY-10065/31538147_zpid/,Condo,1984,None,No Data,$899 monthly,"$1,333 ","$3,390/mo",$0/mo,$733/mo,$350/mo,"-Ps 183 Robert L Stevenson,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
295,2450000,2,2,148485,"799 Park Ave APT 15C, New York, NY 10021",https://www.zillow.com/homedetails/799-Park-Ave-APT-15C-New-York-NY-10021/244801333_zpid/,Cooperative,1960,0 spaces,No Data,"$4,195 monthly",$16 ,"$8,306/mo",$0/mo,"$1,797/mo",$858/mo,,
296,560000,3,2,1400,"13005 224th St, Laurelton, NY 11413",https://www.zillow.com/homedetails/13005-224th-St-Laurelton-NY-11413/32199487_zpid/,SingleFamily,1935,"Shared Driveway, Detached","Natural Gas, Steam",0.05 Acres,$400 ,"$2,039/mo",$0/mo,$392/mo,$196/mo,"-Ps 132 Ralph Bunche,-Is 59 Springfield Gardens,-Humanities And Arts Magnet High School,","0.4,0.5,0.3,"
297,2200000,5,6,3008,"160-03 Cryders Ln, Whitestone, NY 11357",https://www.zillow.com/homedetails/160-03-Cryders-Ln-Whitestone-NY-11357/2073853102_zpid/,SingleFamily,2010,"Private, Attached, Garage",Natural Gas,0.16 Acres,$731 ,"$7,458/mo",$0/mo,"$1,540/mo",$770/mo,"-Ps 193 Alfred J Kennedy,-Jhs 194 William Carr,-Flushing High School,","0.9,0.7,0.2,"
298,630000,2,2,821,"78-36 46th Ave #4A, Elmhurst, NY 11373",https://www.zillow.com/homedetails/78-36-46th-Ave-4A-Elmhurst-NY-11373/2073854049_zpid/,Condo,2005,0 spaces,"Natural Gas, Hot Water",$360 monthly,$767 ,"$2,143/mo",$0/mo,$441/mo,$221/mo,"-Ps 7 Louis F Simeone,-Is 5 The Walter Crowley Intermediate School,-Newtown High School,","0.9,0.9,0.3,"
299,2020,1,1,NA,"125 Mcguinness Blvd, Brooklyn, NY 11222",https://www.zillow.com/homedetails/125-Mcguinness-Blvd-Brooklyn-NY-11222/2073854050_zpid/,MultiFamily,1930,None,Hot Water,,,,,,,"-P.S. 34 Oliver H Perry,-John Ericsson Middle School 126,-Automotive High School,","0.7,0.4,0.2,"
300,195000,1,1,NA,"166-40 17th Rd #1, Whitestone, NY 11357",https://www.zillow.com/homedetails/166-40-17th-Rd-1-Whitestone-NY-11357/2073854051_zpid/,Cooperative,1950,"Parking Lot, Waitlist","Oil, Steam",$882 monthly,,$761/mo,$0/mo,$137/mo,$68/mo,"-Ps 209 Clearview Gardens,-Jhs 194 William Carr,-Flushing High School,","0.8,0.7,0.2,"
301,398000,2,1,NA,"99-41 64th Ave APT B15, Rego Park, NY 11374",https://www.zillow.com/homedetails/99-41-64th-Ave-APT-B15-Rego-Park-NY-11374/219850197_zpid/,Cooperative,1947,0 spaces,No Data,$949 monthly,,"$1,448/mo",$0/mo,$279/mo,$139/mo,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,","0.7,0.9,0.5,"
302,656000,2,2,763,"65-38 Austin St #6H, Rego Park, NY 11374",https://www.zillow.com/homedetails/65-38-Austin-St-6H-Rego-Park-NY-11374/2073855206_zpid/,Condo,2015,0 spaces,No Data,$292 monthly,$860 ,"$2,233/mo",$0/mo,$459/mo,$230/mo,"-Ps 139 Rego Park,-Jhs 190 Russell Sage,-Queens Metropolitan High School,","0.7,0.7,0.6,"
303,829000,3,2,1219,"61-24 62nd St, Middle Village, NY 11379",https://www.zillow.com/homedetails/61-24-62nd-St-Middle-Village-NY-11379/2073855310_zpid/,SingleFamily,1910,0 spaces,No Data,No Data,,"$2,822/mo",$0/mo,$580/mo,$290/mo,"-Ps 71 Forest,-Is 93 Ridgewood,-Grover Cleveland H.S.,","0.5,0.7,0.3,"
304,398000,2,1,NA,"99-41 64, Forest Hills, NY 11375",https://www.zillow.com/homedetails/99-41-64-Forest-Hills-NY-11375/2073855629_zpid/,Cooperative,1956,0 spaces,No Data,$949 monthly,,"$1,448/mo",$0/mo,$279/mo,$139/mo,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,","0.7,0.9,0.5,"
305,799999,4,3,NA,"9037 Pitkin Ave, Ozone Park, NY 11417",https://www.zillow.com/homedetails/9037-Pitkin-Ave-Ozone-Park-NY-11417/2117615975_zpid/,MultiFamily,1925,"Private, Attached, Detached","Natural Gas, Forced Air",,,"$2,723/mo",$0/mo,$560/mo,$280/mo,"-Ps 63 Old South,-Jhs 202 Robert H Goddard,-John Adams High School,","0.7,0.6,0.3,"
306,375000,1,1,720,"100 Remsen St APT 2J, Brooklyn, NY 11201",https://www.zillow.com/homedetails/100-Remsen-St-APT-2J-Brooklyn-NY-11201/79718704_zpid/,Cooperative,1950,0 spaces,No Data,"$1,400 monthly",$521 ,"$1,364/mo",$0/mo,$203/mo,$131/mo,"-Ps 8 Robert Fulton,-Urban Assembly Institute of Math and Science for Young Women,","0.8,0.6,"
307,399000,2,1,925,"9040 Fort Hamilton Pkwy APT 1E, Brooklyn, NY 11209",https://www.zillow.com/homedetails/9040-Fort-Hamilton-Pkwy-APT-1E-Brooklyn-NY-11209/103865705_zpid/,Cooperative,1955,None,No Data,$881 monthly,$431 ,"$1,451/mo",$0/mo,$216/mo,$140/mo,"-Ps Is 104 The Fort Hamilton School,-Fort Hamilton High School,","0.8,0.4,"
308,899999,3,3,2304,"2781 Amboy Rd, Staten Island, NY 10306",https://www.zillow.com/homedetails/2781-Amboy-Rd-Staten-Island-NY-10306/32338571_zpid/,MultiFamily,1965,"No Garage, On Street","Forced Air, Hot Water, Natural Gas",$391 ,,"$3,063/mo",$0/mo,$652/mo,$315/mo,"-Ps 23 Richmondtown,-Is 24 Myra S Barnes,-New Dorp High School,","0.9,0.6,0.4,"
309,285000,2,1,815,"1970 E Tremont Ave APT 1H, Bronx, NY 10462",https://www.zillow.com/homedetails/1970-E-Tremont-Ave-APT-1H-Bronx-NY-10462/29808505_zpid/,Condo,1975,On Street,"Natural Gas, Steam",$876 monthly,$350 ,"$1,037/mo",$0/mo,$226/mo,$100/mo,"-Ps 106 Parkchester,-Jhs 127 The Castle Hill,-Bronx High School For The Visual Arts,","0.4,0.5,0.3,"
